번호,개방서비스명,개방서비스아이디,개방자치단체코드,관리번호,인허가일자,인허가취소일자,영업상태구분코드,영업상태명,상세영업상태코드,상세영업상태명,폐업일자,휴업시작일자,휴업종료일자,재개업일자,소재지전화,소재지면적,소재지우편번호,소재지전체주소,도로명전체주소,도로명우편번호,사업장명,최종수정시점,데이터갱신구분,데이터갱신일자,업태구분명,좌표정보(x),좌표정보(y),점포구분명
1165,대규모점포,08_25_01_P,3510500,1.99435E+18,19941117,,1,영업/정상,1,정상영업,,,,,328727111,5473,,인천광역시 남구 주안동 188호,인천광역시 남구 경인로 지하 343 (주안동),,주안시민지하상가,2.01603E+13,I,59:59.0,그 밖의 대규모점포,171639.5822,439947.4185,대규모점포
1166,대규모점포,08_25_01_P,3510500,2.00035E+18,19980210,,1,영업/정상,1,정상영업,,,,,032 8888441,,,인천광역시 남구 숭의동 294번지 11  호,,,동아탑월드,2.00706E+13,I,59:59.0,그 밖의 대규모점포,,,
1167,대규모점포,08_25_01_P,3510500,2.00035E+18,19780220,,1,영업/정상,1,정상영업,,,,,032 8830091,1961.36,402806,인천광역시 남구 도화2동 81번지 1호,인천광역시 남구 경인로 129 (도화동),,제물포지하상가,2.01612E+13,I,59:59.0,그 밖의 대규모점포,169536.0397,440596.9434,
1168,대규모점포,08_25_01_P,3510500,2.00035E+18,19810617,,1,영업/정상,1,정상영업,,,,,,,,인천광역시 남구 주안동 15번지 43  호,,,공단시장,2.00706E+13,I,59:59.0,그 밖의 대규모점포,,,
1169,대규모점포,08_25_01_P,3510500,2.00035E+18,19770622,,1,영업/정상,1,정상영업,,,,,,,,인천광역시 남구 주안동 929호,,,신주안종합시장,2.00706E+13,I,59:59.0,그 밖의 대규모점포,,,
1170,대규모점포,08_25_01_P,3510500,2.00435E+18,20040127,,1,영업/정상,1,정상영업,,,,,032422 4976,3513.73,402206,인천광역시 남구 주안6동 1541번지,인천광역시 남구 경원대로 지하 848 (주안동),402859,석바위역지하도상가(주),2.01502E+13,I,59:59.0,그 밖의 대규모점포,172484.94,439167.4523,대규모점포
1171,대규모점포,08_25_01_P,3510500,2.00035E+18,19620305,,1,영업/정상,1,정상영업,,,,,032 8643233,,,인천광역시 남구 학익동 273번지 3   호,,,학익시장,2.02008E+13,U,40:00.0,그 밖의 대규모점포,,,
1172,대규모점포,08_25_01_P,3510500,2.00035E+18,19920221,,1,영업/정상,1,정상영업,,,,,032 4200440,,,인천광역시 남구 주안동 169호,인천광역시 남구 주안중로 25 (주안동),,신성쇼핑센타,2.00706E+13,I,59:59.0,쇼핑센터,171822.1842,439874.3689,
1173,대규모점포,08_25_01_P,3510500,2.00035E+18,19890418,,1,영업/정상,1,정상영업,,,,,032  8649776,5056,402835,인천광역시 남구 주안1동 235번지,인천광역시 남구 주안로 지하 86 (주안동),402835,주안역지하도상가,2.01811E+13,U,40:00.0,그 밖의 대규모점포,171659.459,440299.0188,대규모점포
1174,대규모점포,08_25_01_P,3510500,2.00835E+18,20080703,,1,영업/정상,1,정상영업,,,,,032-433-7219,2230.46,402206,"인천광역시 남구 주안동 956번지 1호 지하1층,지하2층",인천광역시 남구 경원대로 848 (주안동),402754,태흥프라자,2.02001E+13,U,40:00.0,그 밖의 대규모점포,172489.4095,439631.0562,대규모점포
1175,대규모점포,08_25_01_P,3510500,2.00835E+18,20081106,,1,영업/정상,1,정상영업,,,,,032-763-2080,15198,402024,인천광역시 남구 용현동 648번지,인천광역시 남구 소성로 6 (용현동),402020,홈플러스(주) 인하점,2.02106E+13,U,40:00.0,대형마트,169028.0626,438450.4441,대규모점포
1176,대규모점포,08_25_01_P,3510500,2.01035E+18,19971108,,1,영업/정상,1,정상영업,,,,,032-728-2221,59168.33,,인천광역시 미추홀구 관교동 15번지,인천광역시 미추홀구 연남로 35 (관교동),22242,롯데쇼핑(주)인천점,2.02204E+13,U,40:00.0,백화점,173499.2673,437739.3214,대규모점포
1177,대규모점포,08_25_01_P,3510500,2.01135E+18,20110630,,1,영업/정상,1,정상영업,,,,,032-441-8546,501,,인천광역시 미추홀구 주안동 892-1 두산주상복합아파트,"인천광역시 미추홀구 석산로 42 (주안동, 두산주상복합아파트)",22144,홈플러스(주)익스프레스 주안점,2.02106E+13,U,40:00.0,그 밖의 대규모점포,173092.3429,439957.9574,준대규모점포
1178,대규모점포,08_25_01_P,3510500,2.01135E+18,20110805,,1,영업/정상,1,정상영업,,,,,032-874-1476,1489,402041,인천광역시 남구 학익1동 256번지 19호,인천광역시 남구 소성로 146 (학익동),402867,(주)지에스리테일 학익점,2.01602E+13,I,59:59.0,그 밖의 대규모점포,170216.5004,437843.2754,준대규모점포
1179,대규모점포,08_25_01_P,3510500,2.01135E+18,20110926,,1,영업/정상,1,정상영업,,,,,032-719-2000,19460.55,402010,인천광역시 남구 숭의동 393번지 3호,인천광역시 남구 석정로 51 (숭의동),,홈플러스 인천숭의점,2.02106E+13,U,40:00.0,대형마트,,,대규모점포
1180,대규모점포,08_25_01_P,3510500,2.00035E+18,19691231,,1,영업/정상,1,정상영업,,,,,032 8752023,,,인천광역시 남구 도화동 263호,,,제일시장,2.00706E+13,I,59:59.0,그 밖의 대규모점포,170530.8166,441487.9127,
1181,대규모점포,08_25_01_P,3540000,2.01435E+18,20141001,,1,영업/정상,1,정상영업,,,,,032-330-8545,282.3,403815,인천광역시 부평구 부개동 496번지 17호,인천광역시 부평구 부개로 73 (부개동),403815,홈플러스 익스프레스 부개점,2.02106E+13,U,40:00.0,그 밖의 대규모점포,176912.1471,444705.0625,준대규모점포
1182,대규모점포,08_25_01_P,3540000,2.01435E+18,20141226,,1,영업/정상,1,정상영업,,,,,032-573-2001,21470.56,,인천광역시 부평구 산곡동 311번지 151호,인천광역시 부평구 경원대로 1277 (산곡동),21384,이천일아울렛부평점,2.02205E+13,U,40:00.0,쇼핑센터,174296.5833,443196.9838,대규모점포
1183,대규모점포,08_25_01_P,3510500,2.00035E+18,19850702,,1,영업/정상,1,정상영업,,,,,0327732 616,,,인천광역시 남구 주안동 1461번지 4   호,,,통일종합시장,2.00706E+13,I,59:59.0,그 밖의 대규모점포,,,
1184,대규모점포,08_25_01_P,3510500,2.00035E+18,20000816,,1,영업/정상,1,정상영업,,,,,0328767 321,,,인천광역시 남구 주안동 30번지 1   호,,,(주)아이존,2.00706E+13,I,59:59.0,그 밖의 대규모점포,,,
1185,대규모점포,08_25_01_P,3510500,2.00035E+18,19710726,,1,영업/정상,1,정상영업,,,,,,,,인천광역시 남구 숭의동 124번지 37  호,,,숭의자유시장,2.00706E+13,I,59:59.0,그 밖의 대규모점포,,,
1186,대규모점포,08_25_01_P,3510500,2.00035E+18,19710412,,1,영업/정상,1,정상영업,,,,,,,,인천광역시 남구 숭의동 124호,,,평화자유시장,2.00706E+13,I,59:59.0,그 밖의 대규모점포,,,
1187,대규모점포,08_25_01_P,3510500,2.00035E+18,19750610,,1,영업/정상,1,정상영업,,,,,876-0089,1200,,인천광역시 남구 용현동 4번지 2   호,인천광역시 남구 인주대로266번길 17-1 (용현동),402818,용남시장,2.01406E+13,I,59:59.0,시장,170371.8371,438909.5344,대규모점포
1188,대규모점포,08_25_01_P,3510500,2.00035E+18,19720710,,1,영업/정상,1,정상영업,,,,,,,,인천광역시 남구 용현동 140호,,,용일시장,2.00706E+13,I,59:59.0,그 밖의 대규모점포,,,
1189,대규모점포,08_25_01_P,3510500,2.00035E+18,19720624,,1,영업/정상,1,정상영업,,,,,,,,인천광역시 남구 학익동 293호,,,용학시장,2.00706E+13,I,59:59.0,그 밖의 대규모점포,,,
1190,대규모점포,08_25_01_P,3510500,2.00035E+18,19700620,,1,영업/정상,1,정상영업,,,,,,,,인천광역시 남구 주안동 549번지 1   호,,,주안자유시장,2.00706E+13,I,59:59.0,그 밖의 대규모점포,,,
1191,대규모점포,08_25_01_P,3510500,2.01135E+18,20111005,,1,영업/정상,1,정상영업,,,,,872-5601,165,402820,"인천광역시 남구 용현1,4동 92번지 17호",인천광역시 남구 인하로 107 (용현동),402820,롯데쇼핑(주)롯데슈퍼 인하대점,2.02204E+13,U,40:00.0,그 밖의 대규모점포,169860.034,438759.1813,준대규모점포
1192,대규모점포,08_25_01_P,3510500,2.01235E+18,20120127,,1,영업/정상,1,정상영업,,,,,032-873-8561,438.9,402042,인천광역시 남구 학익2동 663번지 1호,인천광역시 남구 매소홀로488번길 6-32 (학익동),402040,홈플러스 익스프레스 인천학익점,2.02009E+13,U,40:00.0,그 밖의 대규모점포,171184.3063,437467.2464,준대규모점포
1193,대규모점포,08_25_01_P,3510500,2.01235E+18,20120126,,1,영업/정상,1,정상영업,,,,,032-437-8542,227.37,402860,인천광역시 남구 주안8동 1523번지 7호,인천광역시 남구 인하로352번길 4 (주안동),402860,홈플러스익스프레스 인천주안2점,2.01501E+13,I,59:59.0,그 밖의 대규모점포,172251.7256,438462.2664,준대규모점포
1194,대규모점포,08_25_01_P,3510500,2.01335E+18,20130122,,1,영업/정상,1,정상영업,,,,,032-439-8143,4033.64,,인천광역시 남구 주안동 929번지 16호,인천광역시 남구  경원대로  890 (주안동),,보미리즌빌,2.01804E+13,I,59:59.0,그 밖의 대규모점포,172527.5,440045.0651,대규모점포
1195,대규모점포,08_25_01_P,3510500,2.00035E+18,19931122,,1,영업/정상,1,정상영업,,,,,,,,인천광역시 남구 주안동 1472번지 1   호,,,현대프라자,2.00706E+13,I,59:59.0,그 밖의 대규모점포,,,
1196,대규모점포,08_25_01_P,3510500,2.00035E+18,19750528,,1,영업/정상,1,정상영업,,,,,,,,인천광역시 남구 주안동 1472호,인천광역시 남구 동주길29번길 67 (주안동),,재흥시장,2.00706E+13,I,59:59.0,그 밖의 대규모점포,171703.458,438968.0027,
1197,대규모점포,08_25_01_P,3540000,1.97935E+18,19790126,,1,영업/정상,1,정상영업,,,,,032 5028874,,,인천광역시 부평구 부평동 252번지 52호,,,진흥종합시장,2.00706E+13,I,59:59.0,그 밖의 대규모점포,175759.7121,443897.9536,
1198,대규모점포,08_25_01_P,3540000,1.97935E+18,19791215,,1,영업/정상,1,정상영업,,,,,032 5270460,1232,,인천광역시 부평구 부평동 224번지 1호,,,신부평로지하상가,2.00803E+13,I,59:59.0,그 밖의 대규모점포,175701.2131,443745.3876,
1199,대규모점포,08_25_01_P,3540000,1.98135E+18,19810605,,1,영업/정상,1,정상영업,,,,,032 5033859,3209,,인천광역시 부평구 부평동 224번지 1호,,,시장로타리지하상가,2.00803E+13,I,59:59.0,그 밖의 대규모점포,175701.2131,443745.3876,
1200,대규모점포,08_25_01_P,3540000,1.98235E+18,19820129,,1,영업/정상,1,정상영업,,,,,032 4237294,0,,인천광역시 부평구 십정동 321번지 6호,,,십정종합시장,2.00812E+13,I,59:59.0,시장,173004.5592,441296.8966,
1201,대규모점포,08_25_01_P,3540000,1.98235E+18,19821117,,1,영업/정상,1,정상영업,,,,,032 5283187,2732,,인천광역시 부평구 일신동 107호,,,부일종합시장,2.00803E+13,I,59:59.0,그 밖의 대규모점포,177225.3819,442532.2811,
1202,대규모점포,08_25_01_P,3540000,1.98935E+18,19890607,,1,영업/정상,1,정상영업,,,,,032 5239991,0,,인천광역시 부평구 부평동 224번지 1호,,,부평역지하상가,2.01202E+13,I,59:59.0,그 밖의 대규모점포,175701.2131,443745.3876,대규모점포
1203,대규모점포,08_25_01_P,3540000,1.99135E+18,19910706,,1,영업/정상,1,정상영업,,,,,032 5134911,5345.26,,인천광역시 부평구 부평동 224번지 1호,,,대아지하상가,2.00803E+13,I,59:59.0,그 밖의 대규모점포,175701.2131,443745.3876,
1204,대규모점포,08_25_01_P,3540000,1.99235E+18,19921119,,1,영업/정상,1,정상영업,,,,,032 5261716,5133,,인천광역시 부평구 산곡동 142번지 3호,,,부평경남종합상가,2.01207E+13,I,59:59.0,그 밖의 대규모점포,174309.8722,444589.0762,대규모점포
1205,대규모점포,08_25_01_P,3540000,1.99835E+18,19981127,,1,영업/정상,1,정상영업,,,,,032 5150151,0,,인천광역시 부평구 부평동 738번지 21호,,,부평민자역사지하매장,2.00803E+13,I,59:59.0,그 밖의 대규모점포,175405.1137,443089.591,
1206,대규모점포,08_25_01_P,3540000,2.00035E+18,20000208,,1,영업/정상,1,정상영업,,,,,032 5062500,8082,,인천광역시 부평구 부평동 738-21 부평민자역사,인천광역시 부평구 광장로 16(부평동),21404,롯데쇼핑(주)롯데마트부평역점,2.02205E+13,U,40:00.0,대형마트,175405.1137,443089.591,대규모점포
1207,대규모점포,08_25_01_P,3540000,2.00235E+18,20020904,,1,영업/정상,1,정상영업,,,,,032 522 7621,7425.33,,"인천광역시 부평구 청천동 386, 386-1,2호",,,아울렛 아이즈빌,2.01205E+13,I,59:59.0,그 밖의 대규모점포,,,대규모점포
1208,대규모점포,08_25_01_P,3540000,2.00535E+18,20050414,,1,영업/정상,1,정상영업,,,,,032 5001052,0,,인천광역시 부평구 갈산동 171호,,,(주)이마트 부평점,2.01105E+13,I,59:59.0,대형마트,175690.5337,446089.3807,
1209,대규모점포,08_25_01_P,3540000,2.00535E+18,20050507,,1,영업/정상,1,정상영업,,,,,032502 8874,0,,인천광역시 부평구 부평동 252번지 52호,,,진흥종합시장,2.01106E+13,I,59:59.0,그 밖의 대규모점포,175759.7121,443897.9536,
1210,대규모점포,08_25_01_P,3900000,1.99239E+18,19920511,,1,영업/정상,1,정상영업,,,,,280911114,,,경기도 광명시 하안동 53번지 1   호,,,골든힐시장,2.00706E+13,I,59:59.0,그 밖의 대규모점포,,,
1211,대규모점포,08_25_01_P,3900000,2.00239E+18,20021023,,1,영업/정상,1,정상영업,,,,,02-6332-9000,9403,,경기도 광명시 철산동 367번지,"경기도 광명시 철망산로 87 (철산동, 세이브존)",14243,세이브존 광명점,2.01904E+13,U,40:00.0,쇼핑센터,189007.5715,441119.3641,대규모점포
1212,대규모점포,08_25_01_P,3900000,2.00439E+18,20040903,,1,영업/정상,1,정상영업,,,,,02-2067-8000,7765.32,,경기도 광명시 광명동 150번지 19호,경기도 광명시 오리로 970 (광명동),423013,크로앙스,2.0141E+13,I,59:59.0,그 밖의 대규모점포,187160.8788,441928.3525,대규모점포
1213,대규모점포,08_25_01_P,3900000,2.00539E+18,20070706,,1,영업/정상,1,정상영업,,,,,02-2060-5966,3779.85,,경기도 광명시 철산동 440번지,"경기도 광명시 철산로30번길 15 (철산동, 철산시장)",14239,철산중앙시장,2.01712E+13,I,59:59.0,그 밖의 대규모점포,188462.9026,441418.707,대규모점포
1214,대규모점포,08_25_01_P,3900000,2.00539E+18,20050310,,1,영업/정상,1,정상영업,,,,,02  26878624,0,,경기도 광명시 철산동 440호,,,철산중앙시장,2.00909E+13,I,59:59.0,그 밖의 대규모점포,188462.9026,441418.707,
1215,대규모점포,08_25_01_P,3900000,2.00539E+18,20071217,,1,영업/정상,1,정상영업,,,,,02-2067-7080,8812,423030,경기도 광명시 철산동 261번지,경기도 광명시 철산로 4 (철산동),423033,파보레 쇼핑몰,2.02111E+13,U,40:00.0,쇼핑센터,188175.8112,441461.4537,대규모점포
1216,대규모점포,08_25_01_P,3900000,2.00639E+18,20060111,,1,영업/정상,1,정상영업,,,,,02-3397-2508,13047.87,,경기도 광명시 하안동 38호,경기도 광명시 하안로287번길 8 (하안동),423848,뉴코아 아울렛 광명점,2.02204E+13,U,40:00.0,복합쇼핑몰,189263.0124,439900.8313,대규모점포
1217,대규모점포,08_25_01_P,3900000,2.00939E+18,20040412,,1,영업/정상,1,정상영업,,,,20040412,2689-9232,6014.2,423704,경기도 광명시 광명4동 200번지 6호,경기도 광명시 광명로 877 (광명동),423704,광명한진타운시장,2.01705E+13,I,59:59.0,그 밖의 대규모점포,186852.3426,441740.2963,대규모점포
1218,대규모점포,08_25_01_P,3900000,2.01039E+18,20100429,,1,영업/정상,1,정상영업,,,,,02-6918-1234,14847.87,423051,경기도 광명시 소하1동 1339번지 3호,경기도 광명시 소하로 97 (소하동),423051,(주) 이마트 광명소하점,2.02004E+13,U,40:00.0,대형마트,189714.4498,438279.9378,대규모점포
1219,대규모점포,08_25_01_P,3900000,2.01139E+18,20110915,,1,영업/정상,1,정상영업,,,,,2067-8784,1279.03,423808,경기도 광명시 광명3동 150번지 19호 광명크로앙스 지하 2층,경기도 광명시 오리로 970 (광명동),423010,(주)이마트 메트로 광명점,2.02004E+13,U,40:00.0,구분없음,187160.8788,441928.3525,준대규모점포
1220,대규모점포,08_25_01_P,3900000,2.01139E+18,20111017,,1,영업/정상,1,정상영업,,,,,02-2083-3723,13736.11,423090,경기도 광명시 일직동 163번지 3호,"경기도 광명시 일직로 40 (일직동, costco 광명점)",423052,코스트코 홀세일 광명점,2.01712E+13,I,59:59.0,대형마트,189879.0169,435405.5065,대규모점포
1221,대규모점포,08_25_01_P,3900000,2.01439E+18,20140725,,1,영업/정상,1,정상영업,,,,,02-310-8700,27668.48,,,경기도 광명시 일직로 17 (일직동),423090,이케아 광명점,2.01409E+13,I,59:59.0,전문점,,,대규모점포
1222,대규모점포,08_25_01_P,3900000,1.97039E+18,19701221,,1,영업/정상,1,정상영업,,,,,226140006,0,,경기도 광명시 광명동 150번지 17  호,,,광명시장,2.02002E+13,U,40:00.0,그 밖의 대규모점포,187121.8141,441941.719,준대규모점포
1223,대규모점포,08_25_01_P,3930000,2.00339E+18,20030613,,1,영업/정상,1,정상영업,,,,,315991051,13872,425080,경기도 안산시 단원구 초지동 742번지 4호,경기도 안산시 단원구 원포공원1로 46-0 (초지동),425867,(주)이마트 안산고잔점,2.02108E+13,U,40:00.0,대형마트,183256.5824,422372.5537,대규모점포
